opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,manager,regional_office,series,sales_price
P5BRH80Z,Cecily Lampkin,MG Special,Rundofase,Won,3/18/2017,3/27/2017,53,Dustin Brinkmann,Central,MG,55
CQVDJR45,Darcel Schlecht,GTXPro,Scottech,Won,3/18/2017,6/12/2017,5416,Melvin Marxen,Central,GTX,4821
QUFCX2MF,Elease Gluck,MG Special,Scotfind,Lost,3/18/2017,5/27/2017,0,Celia Rouche,West,MG,55
RW13VT8T,Garret Kinder,GTX Plus Pro,Mathtouch,Won,3/18/2017,5/11/2017,4995,Cara Losch,East,GTX,5482
H2IOHZ8R,James Ascencio,GTX Basic,,Engaging,3/18/2017,,,Summer Sewald,West,GTX,550
5LJ47CVS,James Ascencio,GTX Basic,Sonron,Lost,3/18/2017,6/22/2017,0,Summer Sewald,West,GTX,550
87XTACKH,Jonathan Berthelot,GTX Plus Basic,Bioholding,Won,3/18/2017,5/26/2017,1137,Melvin Marxen,Central,GTX,1096
0Z2CQ0MQ,Kami Bicknell,GTX Basic,Sonron,Won,3/18/2017,3/28/2017,453,Summer Sewald,West,GTX,550
4SK6YLB0,Kami Bicknell,GTX Plus Basic,Hottechi,Won,3/18/2017,5/27/2017,1065,Summer Sewald,West,GTX,1096
EVVX3PQ5,Kami Bicknell,GTXPro,Singletechno,Won,3/18/2017,5/4/2017,4373,Summer Sewald,West,GTX,4821
9Y3JDP1B,Kami Bicknell,MG Advanced,Labdrill,Won,3/18/2017,6/19/2017,2560,Summer Sewald,West,MG,3393
ACB3QZAY,Kary Hendrixson,GTXPro,Singletechno,Lost,3/18/2017,6/4/2017,0,Summer Sewald,West,GTX,4821
COWC9H9T,Markita Hansen,GTX Plus Basic,Groovestreet,Won,3/18/2017,3/31/2017,1171,Celia Rouche,West,GTX,1096
ZTHMJWYZ,Markita Hansen,MG Special,Konex,Won,3/18/2017,6/22/2017,53,Celia Rouche,West,MG,55
MMGWAWBA,Marty Freudenburg,GTX Plus Pro,Treequote,Won,3/18/2017,6/2/2017,6553,Melvin Marxen,Central,GTX,5482
8LPO6YCO,Marty Freudenburg,MG Advanced,Betatech,Won,3/18/2017,5/7/2017,3542,Melvin Marxen,Central,MG,3393
I7MDOGGU,Maureen Marcano,GTX Basic,,Engaging,3/18/2017,,,Summer Sewald,West,GTX,550
CDUIUYY2,Moses Frase,MG Advanced,Finhigh,Won,3/18/2017,6/11/2017,3619,Dustin Brinkmann,Central,MG,3393
10IY4PV4,Rosalina Dieter,MG Advanced,,Engaging,3/18/2017,,,Celia Rouche,West,MG,3393
A1TDRYHZ,Rosie Papadopoulos,MG Advanced,Rangreen,Engaging,3/18/2017,,,Cara Losch,East,MG,3393
2JY9SQ2L,Vicki Laflamme,MG Special,,Engaging,3/18/2017,,,Celia Rouche,West,MG,55
9328IHHL,Wilburn Farren,MG Advanced,Bluth Company,Won,3/18/2017,5/18/2017,3589,Cara Losch,East,MG,3393
ZFB7CBR6,Zane Levy,GTX Plus Pro,Plexzap,Won,3/18/2017,5/13/2017,6262,Summer Sewald,West,GTX,5482
3N3RAHXR,Cassey Cress,GTX Plus Basic,Nam-zim,Engaging,3/19/2017,,,Rocco Neubert,East,GTX,1096
6RJE18RW,Cassey Cress,GTX Plus Basic,Acme Corporation,Won,3/19/2017,3/24/2017,1161,Rocco Neubert,East,GTX,1096
GK86H0SK,Cassey Cress,GTXPro,Umbrella Corporation,Won,3/19/2017,3/28/2017,4975,Rocco Neubert,East,GTX,4821
QXU90OP8,Corliss Cosme,GTX Basic,Zotware,Won,3/19/2017,3/22/2017,586,Cara Losch,East,GTX,550
NXXSU27K,Corliss Cosme,MG Special,The New York Inquirer,Won,3/19/2017,3/25/2017,41,Cara Losch,East,MG,55
RACLHBXN,Daniell Hammack,GTX Plus Basic,,Engaging,3/19/2017,,,Rocco Neubert,East,GTX,1096
06YL7WVJ,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,3/19/2017,3/21/2017,929,Melvin Marxen,Central,GTX,1096
K4Y8R0FX,Darcel Schlecht,MG Special,Streethex,Won,3/19/2017,6/4/2017,65,Melvin Marxen,Central,MG,55
F8O0IY28,Donn Cantrell,GTX Basic,Zencorporation,Won,3/19/2017,3/30/2017,574,Rocco Neubert,East,GTX,550
8T8J06EL,Gladys Colclough,GTXPro,Condax,Lost,3/19/2017,6/26/2017,0,Melvin Marxen,Central,GTX,4821
3AE6GW2D,Gladys Colclough,GTXPro,Streethex,Lost,3/19/2017,5/9/2017,0,Melvin Marxen,Central,GTX,4821
T0SEVT4K,Hayden Neloms,MG Advanced,Labdrill,Won,3/19/2017,6/16/2017,3028,Celia Rouche,West,MG,3393
36VPT9RZ,James Ascencio,GTX Basic,Singletechno,Won,3/19/2017,3/26/2017,403,Summer Sewald,West,GTX,550
R2RL1Y49,Kami Bicknell,GTX Basic,Sonron,Lost,3/19/2017,5/16/2017,0,Summer Sewald,West,GTX,550
7Q7SA3EK,Kami Bicknell,MG Advanced,Kan-code,Won,3/19/2017,6/7/2017,3290,Summer Sewald,West,MG,3393
THKCN7HU,Kary Hendrixson,GTX Basic,,Engaging,3/19/2017,,,Summer Sewald,West,GTX,550
6JI36HIE,Kary Hendrixson,MG Advanced,Sonron,Lost,3/19/2017,6/23/2017,0,Summer Sewald,West,MG,3393
B5CBSTM5,Kary Hendrixson,MG Advanced,Golddex,Won,3/19/2017,3/29/2017,3550,Summer Sewald,West,MG,3393
SNBYNW8H,Moses Frase,MG Advanced,Rangreen,Won,3/19/2017,6/23/2017,3657,Dustin Brinkmann,Central,MG,3393
IEN6RBZI,Reed Clapper,GTX Plus Basic,Zotware,Won,3/19/2017,6/24/2017,1046,Rocco Neubert,East,GTX,1096
9P026O47,Versie Hillebrand,MG Special,Warephase,Won,3/19/2017,5/27/2017,50,Dustin Brinkmann,Central,MG,55
AJLNEUVY,Versie Hillebrand,MG Advanced,Funholding,Won,3/19/2017,3/27/2017,2871,Dustin Brinkmann,Central,MG,3393
LJIAOC0Q,Violet Mclelland,MG Special,Bioplex,Won,3/19/2017,6/4/2017,52,Cara Losch,East,MG,55
PD2198ZH,Zane Levy,GTXPro,,Engaging,3/19/2017,,,Summer Sewald,West,GTX,4821
2BYD4WQ7,Anna Snelling,MG Special,Funholding,Lost,3/20/2017,5/19/2017,0,Dustin Brinkmann,Central,MG,55
HP6DSCMH,Boris Faz,GTX Basic,Kan-code,Won,3/20/2017,6/12/2017,564,Rocco Neubert,East,GTX,550
FM4S93O6,Cassey Cress,GTX Plus Pro,Donware,Lost,3/20/2017,5/23/2017,0,Rocco Neubert,East,GTX,5482
ALHQU8W8,Corliss Cosme,GTX Basic,Plexzap,Engaging,3/20/2017,,,Cara Losch,East,GTX,550
GGPSSI5Q,Daniell Hammack,MG Advanced,Ganjaflex,Won,3/20/2017,6/2/2017,3780,Rocco Neubert,East,MG,3393
4D95LU0H,Darcel Schlecht,GTX Basic,dambase,Won,3/20/2017,6/24/2017,491,Melvin Marxen,Central,GTX,550
KA79LTFF,Darcel Schlecht,GTX Basic,Dontechi,Won,3/20/2017,3/30/2017,604,Melvin Marxen,Central,GTX,550
OBBVVO9O,Elease Gluck,GTK 500,Singletechno,Lost,3/20/2017,5/27/2017,0,Celia Rouche,West,GTK,26768
83HX5CIJ,Kami Bicknell,GTX Basic,Sonron,Lost,3/20/2017,3/23/2017,0,Summer Sewald,West,GTX,550
SGV1FR3O,Kami Bicknell,GTX Basic,Cheers,Won,3/20/2017,6/23/2017,568,Summer Sewald,West,GTX,550
TJ6U9HZ3,Kary Hendrixson,GTX Basic,Singletechno,Won,3/20/2017,6/24/2017,601,Summer Sewald,West,GTX,550
K72CEXGZ,Maureen Marcano,GTX Plus Basic,,Engaging,3/20/2017,,,Summer Sewald,West,GTX,1096
1N99TLIA,Maureen Marcano,MG Advanced,Blackzim,Lost,3/20/2017,6/2/2017,0,Summer Sewald,West,MG,3393
JYE2QFGE,Niesha Huffines,GTX Plus Pro,Genco Pura Olive Oil Company,Won,3/20/2017,5/6/2017,5616,Melvin Marxen,Central,GTX,5482
IEOMRMWW,Reed Clapper,GTXPro,Zotware,Lost,3/20/2017,6/28/2017,0,Rocco Neubert,East,GTX,4821
ZW7N89K3,Rosalina Dieter,GTXPro,Faxquote,Lost,3/20/2017,5/18/2017,0,Celia Rouche,West,GTX,4821
MIU04JC2,Versie Hillebrand,MG Special,dambase,Lost,3/20/2017,6/21/2017,0,Dustin Brinkmann,Central,MG,55
VF2OKZY5,Vicki Laflamme,MG Advanced,Scotfind,Lost,3/20/2017,6/12/2017,0,Celia Rouche,West,MG,3393
QSBKLWSW,Violet Mclelland,GTX Basic,Opentech,Won,3/20/2017,6/29/2017,542,Cara Losch,East,GTX,550
0GTJE2VQ,Wilburn Farren,GTX Basic,Gekko & Co,Won,3/20/2017,6/14/2017,497,Cara Losch,East,GTX,550
H91G4MYP,Zane Levy,GTXPro,J-Texon,Won,3/20/2017,5/22/2017,5443,Summer Sewald,West,GTX,4821
DDBH2FPP,Anna Snelling,GTX Plus Basic,Rangreen,Won,3/21/2017,6/16/2017,1037,Dustin Brinkmann,Central,GTX,1096
P1SGQODJ,Boris Faz,GTX Plus Basic,Rangreen,Engaging,3/21/2017,,,Rocco Neubert,East,GTX,1096
N8F2PFQP,Boris Faz,GTX Plus Basic,Betasoloin,Won,3/21/2017,4/3/2017,992,Rocco Neubert,East,GTX,1096
WELHHO3U,Cecily Lampkin,GTX Plus Basic,Stanredtax,Won,3/21/2017,3/30/2017,966,Dustin Brinkmann,Central,GTX,1096
CUAYGT78,Daniell Hammack,MG Advanced,Zotware,Lost,3/21/2017,6/26/2017,0,Rocco Neubert,East,MG,3393
9KDR9PQX,Garret Kinder,GTX Plus Pro,Vehement Capital Partners,Lost,3/21/2017,4/1/2017,0,Cara Losch,East,GTX,5482
8A5HA974,Jonathan Berthelot,GTX Basic,Warephase,Lost,3/21/2017,4/1/2017,0,Melvin Marxen,Central,GTX,550
M1L0IWB6,Jonathan Berthelot,MG Advanced,Ron-tech,Won,3/21/2017,5/11/2017,3232,Melvin Marxen,Central,MG,3393
I2U6MKUT,Reed Clapper,GTX Basic,Ganjaflex,Won,3/21/2017,5/29/2017,548,Rocco Neubert,East,GTX,550
5C8HCDXT,Wilburn Farren,MG Advanced,,Engaging,3/21/2017,,,Cara Losch,East,MG,3393
RK6UFTI8,Wilburn Farren,MG Advanced,Plussunin,Lost,3/21/2017,3/26/2017,0,Cara Losch,East,MG,3393
ECOU1XXZ,Anna Snelling,MG Special,Ron-tech,Won,3/22/2017,5/30/2017,52,Dustin Brinkmann,Central,MG,55
9FPDDSIJ,Cassey Cress,GTXPro,,Engaging,3/22/2017,,,Rocco Neubert,East,GTX,4821
4RDJBBB6,Daniell Hammack,MG Special,,Engaging,3/22/2017,,,Rocco Neubert,East,MG,55
OTDDPHWJ,Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,Lost,3/22/2017,5/28/2017,0,Melvin Marxen,Central,GTX,4821
20N9WSRC,Darcel Schlecht,GTXPro,Globex Corporation,Lost,3/22/2017,5/23/2017,0,Melvin Marxen,Central,GTX,4821
IJ4GXGCU,Darcel Schlecht,GTXPro,Isdom,Won,3/22/2017,3/30/2017,5109,Melvin Marxen,Central,GTX,4821
GZCWM6GK,Elease Gluck,MG Special,Statholdings,Engaging,3/22/2017,,,Celia Rouche,West,MG,55
U0G8KIPB,Gladys Colclough,MG Special,Codehow,Won,3/22/2017,6/21/2017,49,Melvin Marxen,Central,MG,55
2YVVZN5L,Jonathan Berthelot,GTX Plus Basic,Konmatfix,Lost,3/22/2017,5/3/2017,0,Melvin Marxen,Central,GTX,1096
3JUL12VK,Kami Bicknell,GTX Basic,,Engaging,3/22/2017,,,Summer Sewald,West,GTX,550
TGW7OYMD,Kami Bicknell,GTX Basic,Kan-code,Won,3/22/2017,6/25/2017,447,Summer Sewald,West,GTX,550
XJ9RQU4K,Lajuana Vencill,MG Advanced,Isdom,Won,3/22/2017,6/14/2017,3430,Dustin Brinkmann,Central,MG,3393
9Y85N0W5,Markita Hansen,MG Advanced,,Engaging,3/22/2017,,,Celia Rouche,West,MG,3393
4TRMURKI,Niesha Huffines,GTX Basic,Condax,Lost,3/22/2017,6/18/2017,0,Melvin Marxen,Central,GTX,550
TJXY9DQG,Reed Clapper,MG Advanced,Donquadtech,Won,3/22/2017,6/10/2017,3245,Rocco Neubert,East,MG,3393
DV9ZB9KL,Versie Hillebrand,GTX Basic,Bioholding,Lost,3/22/2017,3/27/2017,0,Dustin Brinkmann,Central,GTX,550
J712QVSG,Versie Hillebrand,MG Special,Ron-tech,Won,3/22/2017,3/26/2017,61,Dustin Brinkmann,Central,MG,55
LCBVIPRA,Vicki Laflamme,MG Special,Golddex,Won,3/22/2017,6/29/2017,60,Celia Rouche,West,MG,55
8GE7FY98,Violet Mclelland,GTXPro,,Engaging,3/22/2017,,,Cara Losch,East,GTX,4821
88R08IL1,Violet Mclelland,MG Special,Kan-code,Lost,3/22/2017,4/1/2017,0,Cara Losch,East,MG,55
4U9D1IZ5,Zane Levy,GTX Basic,,Engaging,3/22/2017,,,Summer Sewald,West,GTX,550
WNMF0OHM,Anna Snelling,GTX Plus Pro,dambase,Won,3/23/2017,4/1/2017,5060,Dustin Brinkmann,Central,GTX,5482
I0D1O3GX,Boris Faz,GTX Basic,Xx-zobam,Lost,3/23/2017,4/1/2017,0,Rocco Neubert,East,GTX,550
PO158L29,Cassey Cress,GTX Basic,Blackzim,Engaging,3/23/2017,,,Rocco Neubert,East,GTX,550
7LNGJB3S,Cassey Cress,GTX Basic,Kan-code,Won,3/23/2017,4/1/2017,585,Rocco Neubert,East,GTX,550
AVD2WQZY,Corliss Cosme,GTXPro,Sumace,Lost,3/23/2017,6/11/2017,0,Cara Losch,East,GTX,4821
UD9V38LV,Donn Cantrell,GTXPro,Betasoloin,Lost,3/23/2017,5/19/2017,0,Rocco Neubert,East,GTX,4821
JMTO8BPQ,Gladys Colclough,GTXPro,Hottechi,Lost,3/23/2017,4/3/2017,0,Melvin Marxen,Central,GTX,4821
06YBVWXZ,Kami Bicknell,GTXPro,Condax,Lost,3/23/2017,4/3/2017,0,Summer Sewald,West,GTX,4821
ODGKZEVV,Kary Hendrixson,GTXPro,,Engaging,3/23/2017,,,Summer Sewald,West,GTX,4821
1VCAS7FL,Lajuana Vencill,MG Special,Condax,Lost,3/23/2017,4/5/2017,0,Dustin Brinkmann,Central,MG,55
G2TASA8C,Lajuana Vencill,MG Special,Dontechi,Lost,3/23/2017,6/15/2017,0,Dustin Brinkmann,Central,MG,55
CRW2CCMB,Markita Hansen,GTX Basic,Nam-zim,Won,3/23/2017,6/5/2017,572,Celia Rouche,West,GTX,550
7FER10E1,Markita Hansen,MG Special,Golddex,Won,3/23/2017,6/8/2017,54,Celia Rouche,West,MG,55
K96NUCWR,Moses Frase,GTX Basic,Dontechi,Lost,3/23/2017,4/1/2017,0,Dustin Brinkmann,Central,GTX,550
SE609QTE,Versie Hillebrand,MG Special,Stanredtax,Won,3/23/2017,5/5/2017,60,Dustin Brinkmann,Central,MG,55
CT9XECID,Versie Hillebrand,MG Advanced,Zumgoity,Won,3/23/2017,4/1/2017,3251,Dustin Brinkmann,Central,MG,3393
SUO8VZQ8,Vicki Laflamme,GTX Plus Pro,Lexiqvolax,Won,3/23/2017,6/14/2017,5930,Celia Rouche,West,GTX,5482
9LX9MAPU,Violet Mclelland,GTX Plus Basic,Mathtouch,Won,3/23/2017,4/1/2017,941,Cara Losch,East,GTX,1096
PHP5V833,Anna Snelling,GTX Basic,Cancity,Lost,3/24/2017,5/18/2017,0,Dustin Brinkmann,Central,GTX,550
7XEB6TFB,Anna Snelling,MG Special,Scottech,Won,3/24/2017,6/6/2017,56,Dustin Brinkmann,Central,MG,55
KV9LW061,Anna Snelling,MG Advanced,Codehow,Won,3/24/2017,4/4/2017,3445,Dustin Brinkmann,Central,MG,3393
M41NS5DN,Cassey Cress,GTX Plus Pro,,Engaging,3/24/2017,,,Rocco Neubert,East,GTX,5482
QIHWKCFK,Cassey Cress,MG Advanced,Singletechno,Engaging,3/24/2017,,,Rocco Neubert,East,MG,3393
8RZ1A49O,Cecily Lampkin,MG Special,Bioholding,Won,3/24/2017,3/31/2017,54,Dustin Brinkmann,Central,MG,55
GEJLL5L3,Corliss Cosme,GTX Basic,,Engaging,3/24/2017,,,Cara Losch,East,GTX,550
V4EKF9RF,Corliss Cosme,MG Advanced,Mathtouch,Won,3/24/2017,3/31/2017,3498,Cara Losch,East,MG,3393
VJ1EK4A3,Daniell Hammack,GTX Basic,Vehement Capital Partners,Won,3/24/2017,4/2/2017,540,Rocco Neubert,East,GTX,550
65B8HSTW,Daniell Hammack,GTXPro,Gekko & Co,Won,3/24/2017,4/2/2017,4986,Rocco Neubert,East,GTX,4821
KIJB458K,Darcel Schlecht,GTX Plus Pro,Toughzap,Lost,3/24/2017,4/3/2017,0,Melvin Marxen,Central,GTX,5482
8PHJ7N4E,Darcel Schlecht,GTX Plus Pro,Domzoom,Won,3/24/2017,5/15/2017,5214,Melvin Marxen,Central,GTX,5482
EDAJ0YEW,Darcel Schlecht,GTXPro,Isdom,Won,3/24/2017,3/30/2017,4794,Melvin Marxen,Central,GTX,4821
KMB8TJ0I,Hayden Neloms,MG Advanced,,Engaging,3/24/2017,,,Celia Rouche,West,MG,3393
9X5HUUJ5,James Ascencio,GTX Plus Basic,Kan-code,Lost,3/24/2017,4/2/2017,0,Summer Sewald,West,GTX,1096
CR6ZLEWC,Kary Hendrixson,GTX Plus Pro,,Engaging,3/24/2017,,,Summer Sewald,West,GTX,5482
21S1ETXM,Kary Hendrixson,GTX Plus Basic,Scotfind,Lost,3/24/2017,4/3/2017,0,Summer Sewald,West,GTX,1096
54JFGNXN,Lajuana Vencill,GTX Basic,Cancity,Won,3/24/2017,5/27/2017,648,Dustin Brinkmann,Central,GTX,550
WLXPA3LB,Lajuana Vencill,MG Advanced,Dontechi,Won,3/24/2017,6/30/2017,3040,Dustin Brinkmann,Central,MG,3393
3WQMBMSN,Marty Freudenburg,GTX Plus Basic,Treequote,Won,3/24/2017,6/30/2017,1185,Melvin Marxen,Central,GTX,1096
XIKWT7HM,Marty Freudenburg,MG Special,Finhigh,Won,3/24/2017,3/26/2017,48,Melvin Marxen,Central,MG,55
J9QQVBQX,Maureen Marcano,GTX Plus Basic,J-Texon,Lost,3/24/2017,4/1/2017,0,Summer Sewald,West,GTX,1096
I51MJ7PP,Maureen Marcano,GTX Plus Basic,Cheers,Won,3/24/2017,6/30/2017,1021,Summer Sewald,West,GTX,1096
V690FQG4,Maureen Marcano,GTX Plus Basic,Scotfind,Won,3/24/2017,5/26/2017,1264,Summer Sewald,West,GTX,1096
OSB9S3PI,Moses Frase,MG Special,Zumgoity,Lost,3/24/2017,5/23/2017,0,Dustin Brinkmann,Central,MG,55
JWRSTAU8,Moses Frase,GTX Basic,Ron-tech,Won,3/24/2017,6/12/2017,503,Dustin Brinkmann,Central,GTX,550
YYAZ4JBY,Reed Clapper,GTXPro,Ganjaflex,Won,3/24/2017,4/3/2017,4440,Rocco Neubert,East,GTX,4821
8SEGAAT7,Versie Hillebrand,GTX Plus Basic,Inity,Lost,3/24/2017,4/3/2017,0,Dustin Brinkmann,Central,GTX,1096
4L36DJTM,Versie Hillebrand,MG Special,Rangreen,Won,3/24/2017,4/2/2017,52,Dustin Brinkmann,Central,MG,55
YB20NWM1,Vicki Laflamme,MG Special,,Engaging,3/24/2017,,,Celia Rouche,West,MG,55
7Z3S4XV9,Vicki Laflamme,GTX Basic,Konex,Lost,3/24/2017,4/3/2017,0,Celia Rouche,West,GTX,550
SQOW8W0G,Violet Mclelland,GTX Basic,Initech,Lost,3/24/2017,5/5/2017,0,Cara Losch,East,GTX,550
W3LGBNI2,Violet Mclelland,MG Special,Gekko & Co,Lost,3/24/2017,4/6/2017,0,Cara Losch,East,MG,55
J2B3UZXA,Violet Mclelland,GTX Basic,Gekko & Co,Won,3/24/2017,3/26/2017,499,Cara Losch,East,GTX,550
43LFUTVM,Zane Levy,GTX Plus Pro,,Engaging,3/24/2017,,,Summer Sewald,West,GTX,5482
VH78FLDN,Zane Levy,GTXPro,Cheers,Lost,3/24/2017,4/3/2017,0,Summer Sewald,West,GTX,4821
KZKMLY96,Zane Levy,GTX Plus Basic,Condax,Won,3/24/2017,3/29/2017,1159,Summer Sewald,West,GTX,1096
9BGKQZ3H,Anna Snelling,MG Special,Domzoom,Lost,3/25/2017,4/3/2017,0,Dustin Brinkmann,Central,MG,55
H6NJKV4F,Boris Faz,GTX Plus Pro,Betasoloin,Won,3/25/2017,5/20/2017,5479,Rocco Neubert,East,GTX,5482
CMS1HUGL,Cassey Cress,MG Advanced,,Engaging,3/25/2017,,,Rocco Neubert,East,MG,3393
6R6S91WE,Daniell Hammack,GTXPro,,Engaging,3/25/2017,,,Rocco Neubert,East,GTX,4821
L69Q015M,Daniell Hammack,GTXPro,Zotware,Won,3/25/2017,5/19/2017,4555,Rocco Neubert,East,GTX,4821
RX3F3VIU,Darcel Schlecht,MG Special,Hottechi,Lost,3/25/2017,4/2/2017,0,Melvin Marxen,Central,MG,55
R5I9AAFG,Elease Gluck,MG Special,Fasehatice,Lost,3/25/2017,5/25/2017,0,Celia Rouche,West,MG,55
JQ3HJFNA,Garret Kinder,GTX Plus Basic,Initech,Won,3/25/2017,3/28/2017,1026,Cara Losch,East,GTX,1096
XCC1C1GG,Gladys Colclough,GTX Basic,Stanredtax,Won,3/25/2017,4/3/2017,503,Melvin Marxen,Central,GTX,550
WI1HQSIS,Gladys Colclough,GTX Plus Basic,Streethex,Won,3/25/2017,6/14/2017,1144,Melvin Marxen,Central,GTX,1096
LCTI4CFV,Gladys Colclough,MG Special,Genco Pura Olive Oil Company,Won,3/25/2017,6/16/2017,55,Melvin Marxen,Central,MG,55
3T64Z7DB,Kami Bicknell,GTX Basic,,Engaging,3/25/2017,,,Summer Sewald,West,GTX,550
3F2ZPCSL,Kary Hendrixson,GTX Plus Basic,,Engaging,3/25/2017,,,Summer Sewald,West,GTX,1096
8GMDSXYY,Markita Hansen,MG Advanced,Kan-code,Won,3/25/2017,4/6/2017,3181,Celia Rouche,West,MG,3393
QLTDWAEM,Marty Freudenburg,MG Special,Scottech,Won,3/25/2017,6/19/2017,54,Melvin Marxen,Central,MG,55
XFB1VXQY,Maureen Marcano,MG Advanced,,Engaging,3/25/2017,,,Summer Sewald,West,MG,3393
UB8M6I5R,Maureen Marcano,GTXPro,Singletechno,Won,3/25/2017,6/30/2017,3959,Summer Sewald,West,GTX,4821
EBTJPEEY,Niesha Huffines,GTX Basic,Streethex,Won,3/25/2017,5/31/2017,571,Melvin Marxen,Central,GTX,550
ATW70WX1,Reed Clapper,GTXPro,Donquadtech,Lost,3/25/2017,4/5/2017,0,Rocco Neubert,East,GTX,4821
9DBMY3OF,Vicki Laflamme,GTX Basic,Kan-code,Lost,3/25/2017,4/4/2017,0,Celia Rouche,West,GTX,550
HRV9DSYF,Vicki Laflamme,GTX Basic,Blackzim,Won,3/25/2017,4/3/2017,545,Celia Rouche,West,GTX,550
MNC7Q3JJ,Vicki Laflamme,GTX Basic,Labdrill,Won,3/25/2017,6/21/2017,554,Celia Rouche,West,GTX,550
TJ03NDNX,Violet Mclelland,MG Advanced,Iselectrics,Engaging,3/25/2017,,,Cara Losch,East,MG,3393
E3WWC6FJ,Violet Mclelland,MG Special,Yearin,Won,3/25/2017,4/2/2017,68,Cara Losch,East,MG,55
QKKZQJ46,Violet Mclelland,MG Special,Zencorporation,Won,3/25/2017,6/16/2017,52,Cara Losch,East,MG,55
VRYR5A81,Wilburn Farren,GTX Basic,Finhigh,Engaging,3/25/2017,,,Cara Losch,East,GTX,550
M52B4VC5,Anna Snelling,MG Special,Globex Corporation,Lost,3/26/2017,4/4/2017,0,Dustin Brinkmann,Central,MG,55
Z72Y3C3C,Anna Snelling,MG Special,Dontechi,Won,3/26/2017,4/4/2017,54,Dustin Brinkmann,Central,MG,55
FQPPZ9NQ,Cassey Cress,MG Advanced,Donware,Won,3/26/2017,5/25/2017,3822,Rocco Neubert,East,MG,3393
DUHS8KVY,Daniell Hammack,GTX Plus Basic,The New York Inquirer,Won,3/26/2017,4/5/2017,971,Rocco Neubert,East,GTX,1096
M72CT8RN,Daniell Hammack,GTX Plus Pro,Donware,Won,3/26/2017,4/5/2017,6024,Rocco Neubert,East,GTX,5482
XBFTCRLN,Darcel Schlecht,GTXPro,Stanredtax,Won,3/26/2017,4/4/2017,4820,Melvin Marxen,Central,GTX,4821
3ZILMRQK,Donn Cantrell,GTX Plus Pro,Kinnamplus,Lost,3/26/2017,5/28/2017,0,Rocco Neubert,East,GTX,5482
FZ72CGOI,Garret Kinder,GTXPro,Plussunin,Lost,3/26/2017,6/25/2017,0,Cara Losch,East,GTX,4821
72HZ4LDT,Garret Kinder,MG Advanced,Ganjaflex,Won,3/26/2017,4/2/2017,2940,Cara Losch,East,MG,3393
J6OQS0AU,Hayden Neloms,MG Advanced,,Engaging,3/26/2017,,,Celia Rouche,West,MG,3393
4X3LNCWH,Hayden Neloms,MG Special,Doncon,Won,3/26/2017,4/4/2017,49,Celia Rouche,West,MG,55
97PFKCPG,James Ascencio,GTXPro,,Engaging,3/26/2017,,,Summer Sewald,West,GTX,4821
FB9M4FR7,James Ascencio,MG Special,,Engaging,3/26/2017,,,Summer Sewald,West,MG,55
CMPFB2PS,Jonathan Berthelot,GTX Basic,Conecom,Lost,3/26/2017,4/2/2017,0,Melvin Marxen,Central,GTX,550
61HW4ELT,Kami Bicknell,GTX Plus Basic,Finjob,Lost,3/26/2017,5/31/2017,0,Summer Sewald,West,GTX,1096
F481S8G3,Kami Bicknell,GTX Basic,J-Texon,Won,3/26/2017,5/22/2017,545,Summer Sewald,West,GTX,550
5G4I94TF,Kary Hendrixson,GTX Plus Pro,Statholdings,Engaging,3/26/2017,,,Summer Sewald,West,GTX,5482
677XNEFB,Markita Hansen,MG Special,Y-corporation,Won,3/26/2017,6/18/2017,58,Celia Rouche,West,MG,55
7L0S5EON,Marty Freudenburg,MG Advanced,Streethex,Lost,3/26/2017,4/3/2017,0,Melvin Marxen,Central,MG,3393
A3D8MRDX,Niesha Huffines,GTXPro,Dontechi,Won,3/26/2017,5/12/2017,4280,Melvin Marxen,Central,GTX,4821
YE6R6I1K,Reed Clapper,MG Advanced,Umbrella Corporation,Won,3/26/2017,5/29/2017,2880,Rocco Neubert,East,MG,3393
JXUXBANJ,Rosalina Dieter,GTK 500,Y-corporation,Won,3/26/2017,4/5/2017,25288,Celia Rouche,West,GTK,26768
UWPUJESS,Versie Hillebrand,MG Special,Hottechi,Lost,3/26/2017,5/25/2017,0,Dustin Brinkmann,Central,MG,55
HSTXUOVW,Vicki Laflamme,MG Special,Hatfan,Lost,3/26/2017,5/6/2017,0,Celia Rouche,West,MG,55
2ZT298DY,Zane Levy,GTX Basic,Goodsilron,Lost,3/26/2017,4/4/2017,0,Summer Sewald,West,GTX,550
Z769EPTS,Zane Levy,GTX Basic,Hottechi,Lost,3/26/2017,5/14/2017,0,Summer Sewald,West,GTX,550
GOIVV4OG,Cecily Lampkin,MG Advanced,Zumgoity,Won,3/27/2017,5/29/2017,3267,Dustin Brinkmann,Central,MG,3393
CJOU1RYX,Daniell Hammack,GTX Plus Pro,Betasoloin,Won,3/27/2017,6/9/2017,5182,Rocco Neubert,East,GTX,5482
5OVTFUNQ,Darcel Schlecht,GTXPro,Cancity,Lost,3/27/2017,4/5/2017,0,Melvin Marxen,Central,GTX,4821
0RNYAI6O,Darcel Schlecht,MG Special,Statholdings,Lost,3/27/2017,4/7/2017,0,Melvin Marxen,Central,MG,55
