opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,manager,regional_office,series,sales_price,sector,year_established,revenue,employees,office_location
E6GVZ30Q,James Ascencio,GTX Basic,Finjob,Won,4/6/2017,5/21/2017,561,Summer Sewald,West,GTX,550,employment,1988,2059.9,3644,United States
QVWM8LUB,Kary Hendrixson,GTX Basic,Hatfan,Lost,4/6/2017,8/6/2017,0,Summer Sewald,West,GTX,550,services,1982,792.46,1299,United States
7C2HU8OC,Kary Hendrixson,GTX Plus Basic,Faxquote,Lost,4/6/2017,4/16/2017,0,Summer Sewald,West,GTX,1096,telecommunications,1995,1825.82,5595,United States
74P8ZFDD,Kary Hendrixson,GTX Plus Pro,Plexzap,Won,4/6/2017,4/7/2017,6154,Summer Sewald,West,GTX,5482,retail,2001,2437.85,4874,United States
MB3376Q1,Kary Hendrixson,GTXPro,Cheers,Won,4/6/2017,4/12/2017,4756,Summer Sewald,West,GTX,4821,entertainment,1993,4269.9,6472,United States
RSAGMF10,Lajuana Vencill,GTX Basic,Streethex,Lost,4/6/2017,4/14/2017,0,Dustin Brinkmann,Central,GTX,550,retail,1988,1376.8,1165,Belgium
3N6VGWVS,Lajuana Vencill,MG Special,Gogozoom,Won,4/6/2017,5/30/2017,61,Dustin Brinkmann,Central,MG,55,telecommunications,2007,86.68,187,United States
KG61YJ92,Moses Frase,GTX Basic,Warephase,Won,4/6/2017,6/24/2017,575,Dustin Brinkmann,Central,GTX,550,services,1997,2041.73,5276,United States
Z4A1R9CJ,Moses Frase,GTX Plus Basic,Finhigh,Won,4/6/2017,5/22/2017,1147,Dustin Brinkmann,Central,GTX,1096,finance,2006,1102.43,1759,United States
I6ZWBDU6,Moses Frase,MG Advanced,Funholding,Won,4/6/2017,6/12/2017,3161,Dustin Brinkmann,Central,MG,3393,finance,1991,2819.5,7227,United States
3DB2J8UR,Niesha Huffines,GTX Basic,Isdom,Lost,4/6/2017,4/16/2017,0,Melvin Marxen,Central,GTX,550,medical,2002,3178.24,4540,United States
6ER2KL7X,Vicki Laflamme,MG Advanced,Condax,Lost,4/6/2017,4/14/2017,0,Celia Rouche,West,MG,3393,medical,2017,4.54,9,United States
CBTC7BHL,Vicki Laflamme,GTX Basic,Scotfind,Won,4/6/2017,5/4/2017,525,Celia Rouche,West,GTX,550,software,1996,6354.87,16780,United States
93JCG10L,Zane Levy,GTXPro,Dalttechnology,Won,4/6/2017,4/12/2017,4168,Summer Sewald,West,GTX,4821,software,2013,98.79,96,United States
X9BUD48V,Anna Snelling,GTX Basic,Warephase,Won,4/7/2017,4/8/2017,596,Dustin Brinkmann,Central,GTX,550,services,1997,2041.73,5276,United States
TQLJOZBP,Boris Faz,MG Special,Zotware,Won,4/7/2017,4/15/2017,59,Rocco Neubert,East,MG,55,software,1979,4478.47,13809,United States
9IE6GBXM,Cassey Cress,GTXPro,Ontomedia,Lost,4/7/2017,5/14/2017,0,Rocco Neubert,East,GTX,4821,employment,1997,882.12,2769,United States
BG2656VA,Corliss Cosme,GTX Plus Pro,Konex,Won,4/7/2017,4/15/2017,5684,Cara Losch,East,GTX,5482,technolgy,1980,7708.38,13756,United States
JXBUN5MY,Daniell Hammack,MG Advanced,Kan-code,Lost,4/7/2017,4/15/2017,0,Rocco Neubert,East,MG,3393,software,1982,11698.03,34288,United States
7TJEHAED,Darcel Schlecht,GTXPro,Gogozoom,Won,4/7/2017,4/15/2017,4413,Melvin Marxen,Central,GTX,4821,telecommunications,2007,86.68,187,United States
QPOE9V6Y,Donn Cantrell,MG Advanced,Opentech,Lost,4/7/2017,4/17/2017,0,Rocco Neubert,East,MG,3393,finance,1994,355.23,853,United States
ULJM9JGL,Donn Cantrell,MG Advanced,Vehement Capital Partners,Lost,4/7/2017,4/15/2017,0,Rocco Neubert,East,MG,3393,finance,1993,646.1,883,United States
PYY9M6Q4,Donn Cantrell,GTXPro,Mathtouch,Won,4/7/2017,4/13/2017,4152,Rocco Neubert,East,GTX,4821,marketing,1984,3027.46,9516,Jordan
WAF692K8,Elease Gluck,MG Special,Dalttechnology,Won,4/7/2017,6/24/2017,51,Celia Rouche,West,MG,55,software,2013,98.79,96,United States
0UDLH6I3,Garret Kinder,GTX Basic,Zathunicon,Lost,4/7/2017,4/15/2017,0,Cara Losch,East,GTX,550,retail,2010,71.12,144,United States
WUGE2QUO,Gladys Colclough,MG Advanced,Toughzap,Lost,4/7/2017,4/18/2017,0,Melvin Marxen,Central,MG,3393,retail,1995,332.43,799,United States
XBLA9VO6,James Ascencio,GTX Plus Basic,Sonron,Won,4/7/2017,5/18/2017,1103,Summer Sewald,West,GTX,1096,telecommunications,1999,1699.85,5108,United States
QL7H3WQZ,Jonathan Berthelot,GTX Plus Basic,Warephase,Won,4/7/2017,4/9/2017,1091,Melvin Marxen,Central,GTX,1096,services,1997,2041.73,5276,United States
DXBLA2BS,Jonathan Berthelot,GTX Plus Basic,Zumgoity,Won,4/7/2017,4/17/2017,1189,Melvin Marxen,Central,GTX,1096,medical,1984,441.08,1210,United States
EYW0QD8A,Jonathan Berthelot,GTXPro,Streethex,Won,4/7/2017,6/27/2017,4534,Melvin Marxen,Central,GTX,4821,retail,1988,1376.8,1165,Belgium
NXWNJ7U5,Kami Bicknell,GTX Basic,Golddex,Lost,4/7/2017,5/12/2017,0,Summer Sewald,West,GTX,550,finance,2008,52.5,165,United States
8LVFBGN4,Kami Bicknell,GTX Plus Basic,Konex,Lost,4/7/2017,4/16/2017,0,Summer Sewald,West,GTX,1096,technolgy,1980,7708.38,13756,United States
SUQNORF2,Lajuana Vencill,GTX Basic,Codehow,Lost,4/7/2017,4/16/2017,0,Dustin Brinkmann,Central,GTX,550,software,1998,2714.9,2641,United States
3M03SX77,Markita Hansen,GTX Basic,Condax,Won,4/7/2017,4/13/2017,522,Celia Rouche,West,GTX,550,medical,2017,4.54,9,United States
C7Y0UUIN,Markita Hansen,GTXPro,Goodsilron,Won,4/7/2017,5/27/2017,5012,Celia Rouche,West,GTX,4821,marketing,2000,2952.73,5107,United States
DI6H5ERU,Maureen Marcano,GTX Plus Basic,Rantouch,Won,4/7/2017,4/8/2017,1109,Summer Sewald,West,GTX,1096,telecommunications,1994,1188.42,3015,United States
SQZ293C0,Moses Frase,GTX Plus Pro,Genco Pura Olive Oil Company,Won,4/7/2017,4/13/2017,4659,Dustin Brinkmann,Central,GTX,5482,retail,2007,894.33,1635,Italy
2SGRE4VE,Niesha Huffines,GTX Basic,Cancity,Lost,4/7/2017,4/16/2017,0,Melvin Marxen,Central,GTX,550,retail,2001,718.62,2448,United States
AMKR98V4,Versie Hillebrand,GTX Plus Pro,Codehow,Lost,4/7/2017,6/13/2017,0,Dustin Brinkmann,Central,GTX,5482,software,1998,2714.9,2641,United States
DESFU690,Versie Hillebrand,GTX Plus Pro,Treequote,Lost,4/7/2017,4/9/2017,0,Dustin Brinkmann,Central,GTX,5482,telecommunications,1988,5266.09,8595,United States
V8HMIE7M,Versie Hillebrand,MG Special,Konmatfix,Lost,4/7/2017,5/30/2017,0,Dustin Brinkmann,Central,MG,55,marketing,1985,375.43,1190,United States
91JBU17E,Versie Hillebrand,MG Advanced,Rangreen,Lost,4/7/2017,4/12/2017,0,Dustin Brinkmann,Central,MG,3393,technolgy,1987,2938.67,8775,Panama
4MMQZHCK,Vicki Laflamme,MG Advanced,Konex,Lost,4/7/2017,4/16/2017,0,Celia Rouche,West,MG,3393,technolgy,1980,7708.38,13756,United States
RSKU2ZHM,Zane Levy,MG Advanced,Finjob,Lost,4/7/2017,4/13/2017,0,Summer Sewald,West,MG,3393,employment,1988,2059.9,3644,United States
8LTQ9ESQ,Anna Snelling,MG Advanced,dambase,Lost,4/8/2017,4/15/2017,0,Dustin Brinkmann,Central,MG,3393,marketing,1995,2173.98,2928,United States
EBBIJKLT,Anna Snelling,GTX Plus Basic,Stanredtax,Won,4/8/2017,4/15/2017,1142,Dustin Brinkmann,Central,GTX,1096,finance,1987,1698.2,3798,United States
8RIKWACO,Corliss Cosme,GTX Basic,Zathunicon,Won,4/8/2017,5/27/2017,491,Cara Losch,East,GTX,550,retail,2010,71.12,144,United States
FM505XD5,Daniell Hammack,GTX Plus Pro,Y-corporation,Engaging,4/8/2017,,,Rocco Neubert,East,GTX,5482,employment,1983,2871.35,9561,United States
U3394VAL,Darcel Schlecht,GTXPro,Finhigh,Lost,4/8/2017,4/18/2017,0,Melvin Marxen,Central,GTX,4821,finance,2006,1102.43,1759,United States
G58AHYTW,Darcel Schlecht,MG Special,Domzoom,Lost,4/8/2017,4/14/2017,0,Melvin Marxen,Central,MG,55,entertainment,1998,217.87,551,United States
KK7L97V7,Darcel Schlecht,GTXPro,Funholding,Won,4/8/2017,4/9/2017,5678,Melvin Marxen,Central,GTX,4821,finance,1991,2819.5,7227,United States
GWRPJWRO,Donn Cantrell,GTXPro,Bioplex,Lost,4/8/2017,4/16/2017,0,Rocco Neubert,East,GTX,4821,medical,1991,326.82,1016,United States
GNKFTK7J,Donn Cantrell,GTX Basic,Sumace,Won,4/8/2017,6/14/2017,547,Rocco Neubert,East,GTX,550,retail,2000,167.89,493,Romania
UEL6CAP9,Garret Kinder,GTX Basic,Umbrella Corporation,Lost,4/8/2017,4/16/2017,0,Cara Losch,East,GTX,550,finance,1998,2022.14,5113,United States
2FEA30KT,Hayden Neloms,GTX Plus Basic,Singletechno,Won,4/8/2017,5/25/2017,935,Celia Rouche,West,GTX,1096,retail,1996,2214.94,5374,United States
P2VXL7MO,Hayden Neloms,GTX Plus Pro,Scotfind,Won,4/8/2017,4/10/2017,4761,Celia Rouche,West,GTX,5482,software,1996,6354.87,16780,United States
YT7QY06V,Hayden Neloms,MG Advanced,Newex,Won,4/8/2017,4/14/2017,3224,Celia Rouche,West,MG,3393,services,1991,1012.72,3492,Germany
L66MAMK5,Kami Bicknell,GTX Basic,Sunnamplex,Won,4/8/2017,4/17/2017,501,Summer Sewald,West,GTX,550,marketing,2008,894.37,1593,Poland
RGYBSSEK,Lajuana Vencill,MG Advanced,Statholdings,Won,4/8/2017,4/17/2017,3532,Dustin Brinkmann,Central,MG,3393,employment,1997,291.27,586,United States
5KC9ZGBX,Maureen Marcano,GTXPro,Xx-holding,Won,4/8/2017,4/12/2017,4320,Summer Sewald,West,GTX,4821,finance,1993,7537.24,20293,United States
AYIPNQFR,Moses Frase,MG Special,Genco Pura Olive Oil Company,Lost,4/8/2017,4/10/2017,0,Dustin Brinkmann,Central,MG,55,retail,2007,894.33,1635,Italy
Q1MP64HG,Reed Clapper,GTX Plus Basic,Zotware,Won,4/8/2017,6/11/2017,1123,Rocco Neubert,East,GTX,1096,software,1979,4478.47,13809,United States
XGD6BFD6,Rosie Papadopoulos,GTXPro,Xx-zobam,Won,4/8/2017,4/9/2017,5217,Cara Losch,East,GTX,4821,entertainment,1989,3838.39,8274,United States
1IH166HI,Versie Hillebrand,MG Special,Codehow,Lost,4/8/2017,5/27/2017,0,Dustin Brinkmann,Central,MG,55,software,1998,2714.9,2641,United States
BK85705L,Vicki Laflamme,GTX Basic,Labdrill,Won,4/8/2017,6/10/2017,595,Celia Rouche,West,GTX,550,medical,1985,2741.37,9226,United States
77MKNCO3,Vicki Laflamme,GTX Plus Pro,Konex,Won,4/8/2017,4/16/2017,5848,Celia Rouche,West,GTX,5482,technolgy,1980,7708.38,13756,United States
OB7TAJOZ,Zane Levy,GTX Basic,Faxquote,Lost,4/8/2017,4/9/2017,0,Summer Sewald,West,GTX,550,telecommunications,1995,1825.82,5595,United States
DU0E2LMZ,Zane Levy,MG Special,Plexzap,Lost,4/8/2017,4/13/2017,0,Summer Sewald,West,MG,55,retail,2001,2437.85,4874,United States
1B4CL153,Zane Levy,GTX Plus Pro,Xx-holding,Won,4/8/2017,4/17/2017,5884,Summer Sewald,West,GTX,5482,finance,1993,7537.24,20293,United States
93X2W24Q,Anna Snelling,MG Advanced,Betatech,Won,4/9/2017,6/2/2017,3666,Dustin Brinkmann,Central,MG,3393,medical,1986,647.18,1185,Kenya
U0E9CRX5,Boris Faz,GTX Basic,Zathunicon,Lost,4/9/2017,4/18/2017,0,Rocco Neubert,East,GTX,550,retail,2010,71.12,144,United States
I7KV29LC,Cassey Cress,GTX Basic,Konex,Won,4/9/2017,4/20/2017,598,Rocco Neubert,East,GTX,550,technolgy,1980,7708.38,13756,United States
NNM6GN1J,Cassey Cress,MG Advanced,Initech,Won,4/9/2017,4/16/2017,3275,Rocco Neubert,East,MG,3393,telecommunications,1994,6395.05,20275,United States
D1UDLFVY,Cecily Lampkin,GTX Basic,Funholding,Lost,4/9/2017,4/10/2017,0,Dustin Brinkmann,Central,GTX,550,finance,1991,2819.5,7227,United States
M8WP93D4,Cecily Lampkin,GTX Basic,Isdom,Lost,4/9/2017,4/18/2017,0,Dustin Brinkmann,Central,GTX,550,medical,2002,3178.24,4540,United States
3GPAFD3X,Cecily Lampkin,MG Special,Zumgoity,Lost,4/9/2017,4/20/2017,0,Dustin Brinkmann,Central,MG,55,medical,1984,441.08,1210,United States
XUQ7RS1Q,Daniell Hammack,GTXPro,Betasoloin,Lost,4/9/2017,5/30/2017,0,Rocco Neubert,East,GTX,4821,medical,1999,251.41,495,United States
UFGI9P05,Darcel Schlecht,GTXPro,Ron-tech,Won,4/9/2017,4/18/2017,4978,Melvin Marxen,Central,GTX,4821,medical,1992,3922.42,6837,United States
RDQZ245F,Elease Gluck,MG Special,Dalttechnology,Won,4/9/2017,5/29/2017,56,Celia Rouche,West,MG,55,software,2013,98.79,96,United States
JA2CDNVM,Gladys Colclough,MG Advanced,Inity,Won,4/9/2017,4/14/2017,3077,Melvin Marxen,Central,MG,3393,marketing,1986,2403.58,8801,United States
R0XAJA2I,Hayden Neloms,GTX Plus Basic,Hottechi,Won,4/9/2017,4/17/2017,974,Celia Rouche,West,GTX,1096,technolgy,1997,8170.38,16499,Korea
BU1B6PHK,Kami Bicknell,GTX Plus Basic,Cheers,Won,4/9/2017,4/10/2017,915,Summer Sewald,West,GTX,1096,entertainment,1993,4269.9,6472,United States
C3918FWQ,Kary Hendrixson,GTX Plus Basic,Singletechno,Lost,4/9/2017,8/12/2017,0,Summer Sewald,West,GTX,1096,retail,1996,2214.94,5374,United States
8GBXTWXE,Kary Hendrixson,MG Advanced,Blackzim,Lost,4/9/2017,4/16/2017,0,Summer Sewald,West,MG,3393,retail,2009,497.11,1588,United States
Z29AX2KB,Kary Hendrixson,GTX Plus Basic,Condax,Won,4/9/2017,6/20/2017,983,Summer Sewald,West,GTX,1096,medical,2017,4.54,9,United States
E733YMVH,Marty Freudenburg,GTX Plus Basic,Inity,Won,4/9/2017,4/10/2017,1204,Melvin Marxen,Central,GTX,1096,marketing,1986,2403.58,8801,United States
Y35ES8UY,Moses Frase,GTX Plus Pro,Condax,Lost,4/9/2017,4/16/2017,0,Dustin Brinkmann,Central,GTX,5482,medical,2017,4.54,9,United States
QDRYCR05,Niesha Huffines,GTX Plus Basic,Konmatfix,Won,4/9/2017,4/10/2017,970,Melvin Marxen,Central,GTX,1096,marketing,1985,375.43,1190,United States
TYWS7KJR,Reed Clapper,GTX Basic,Betasoloin,Won,4/9/2017,4/16/2017,575,Rocco Neubert,East,GTX,550,medical,1999,251.41,495,United States
X22G55Y5,Rosie Papadopoulos,GTX Plus Pro,Ganjaflex,Won,4/9/2017,6/18/2017,5986,Cara Losch,East,GTX,5482,retail,1995,5158.71,17479,Japan
X7FZMKZW,Versie Hillebrand,GTX Plus Basic,Finhigh,Lost,4/9/2017,4/21/2017,0,Dustin Brinkmann,Central,GTX,1096,finance,2006,1102.43,1759,United States
72WE0PUH,Vicki Laflamme,MG Special,Rantouch,Won,4/9/2017,6/16/2017,64,Celia Rouche,West,MG,55,telecommunications,1994,1188.42,3015,United States
SKBDCYV5,Zane Levy,GTX Plus Basic,Zencorporation,Engaging,4/9/2017,,,Summer Sewald,West,GTX,1096,technolgy,2011,40.79,142,China
HLGGWYP1,Zane Levy,GTX Basic,Scotfind,Lost,4/9/2017,4/15/2017,0,Summer Sewald,West,GTX,550,software,1996,6354.87,16780,United States
RU3OP2BA,Zane Levy,MG Advanced,J-Texon,Won,4/9/2017,6/26/2017,3070,Summer Sewald,West,MG,3393,retail,1989,1388.67,3583,United States
YXOM4S7G,Anna Snelling,MG Special,Finhigh,Lost,4/10/2017,4/11/2017,0,Dustin Brinkmann,Central,MG,55,finance,2006,1102.43,1759,United States
JPH5WS60,Boris Faz,GTX Basic,Initech,Lost,4/10/2017,4/11/2017,0,Rocco Neubert,East,GTX,550,telecommunications,1994,6395.05,20275,United States
O1TDG6YN,Cassey Cress,GTX Plus Basic,Mathtouch,Lost,4/10/2017,4/17/2017,0,Rocco Neubert,East,GTX,1096,marketing,1984,3027.46,9516,Jordan
4INFXLM5,Cecily Lampkin,MG Special,Rangreen,Lost,4/10/2017,4/20/2017,0,Dustin Brinkmann,Central,MG,55,technolgy,1987,2938.67,8775,Panama
LIZMTGH2,Cecily Lampkin,MG Advanced,Isdom,Won,4/10/2017,4/18/2017,3409,Dustin Brinkmann,Central,MG,3393,medical,2002,3178.24,4540,United States
04LU4OPA,Daniell Hammack,GTX Plus Pro,Acme Corporation,Won,4/10/2017,6/11/2017,5721,Rocco Neubert,East,GTX,5482,technolgy,1996,1100.04,2822,United States
T1I8GE75,Daniell Hammack,GTXPro,Ganjaflex,Won,4/10/2017,6/28/2017,5039,Rocco Neubert,East,GTX,4821,retail,1995,5158.71,17479,Japan
2HU581DM,Daniell Hammack,GTXPro,Xx-zobam,Won,4/10/2017,4/11/2017,5000,Rocco Neubert,East,GTX,4821,entertainment,1989,3838.39,8274,United States
75S7S74S,Darcel Schlecht,GTX Basic,Hottechi,Lost,4/10/2017,4/18/2017,0,Melvin Marxen,Central,GTX,550,technolgy,1997,8170.38,16499,Korea
VTVF5TBV,Darcel Schlecht,GTXPro,Codehow,Lost,4/10/2017,4/18/2017,0,Melvin Marxen,Central,GTX,4821,software,1998,2714.9,2641,United States
6AC2ATXU,Darcel Schlecht,GTX Plus Pro,Gogozoom,Won,4/10/2017,4/16/2017,4955,Melvin Marxen,Central,GTX,5482,telecommunications,2007,86.68,187,United States
F4J6AVPQ,Darcel Schlecht,GTXPro,Condax,Won,4/10/2017,4/17/2017,5065,Melvin Marxen,Central,GTX,4821,medical,2017,4.54,9,United States
NFTSU7RW,Darcel Schlecht,GTXPro,Globex Corporation,Won,4/10/2017,4/17/2017,4343,Melvin Marxen,Central,GTX,4821,technolgy,2000,1223.72,2497,Norway
NCUXZU3S,Darcel Schlecht,GTXPro,Stanredtax,Won,4/10/2017,4/20/2017,3892,Melvin Marxen,Central,GTX,4821,finance,1987,1698.2,3798,United States
YGNVLLUR,Gladys Colclough,GTX Basic,Warephase,Lost,4/10/2017,4/20/2017,0,Melvin Marxen,Central,GTX,550,services,1997,2041.73,5276,United States
O08NQM1J,James Ascencio,MG Advanced,Cheers,Lost,4/10/2017,4/11/2017,0,Summer Sewald,West,MG,3393,entertainment,1993,4269.9,6472,United States
5OJ4IRW4,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,4/10/2017,6/27/2017,1115,Melvin Marxen,Central,GTX,1096,technolgy,2005,1520.66,1806,United States
ZLY8SZXO,Kami Bicknell,GTX Basic,Kan-code,Won,4/10/2017,4/16/2017,533,Summer Sewald,West,GTX,550,software,1982,11698.03,34288,United States
DCC85LZO,Kami Bicknell,GTX Plus Basic,Cheers,Won,4/10/2017,4/13/2017,1290,Summer Sewald,West,GTX,1096,entertainment,1993,4269.9,6472,United States
ZVWUL0LL,Kary Hendrixson,GTX Basic,Hottechi,Lost,4/10/2017,4/12/2017,0,Summer Sewald,West,GTX,550,technolgy,1997,8170.38,16499,Korea
4R5LIB5F,Kary Hendrixson,GTX Plus Basic,Green-Plus,Lost,4/10/2017,6/13/2017,0,Summer Sewald,West,GTX,1096,services,2003,692.19,1922,United States
P010EEZF,Lajuana Vencill,MG Special,Dontechi,Lost,4/10/2017,4/12/2017,0,Dustin Brinkmann,Central,MG,55,software,1982,4618,10083,United States
7AL9GWK6,Lajuana Vencill,GTX Plus Basic,Codehow,Won,4/10/2017,6/2/2017,1047,Dustin Brinkmann,Central,GTX,1096,software,1998,2714.9,2641,United States
RHXY2M2W,Lajuana Vencill,MG Special,Gogozoom,Won,4/10/2017,4/18/2017,47,Dustin Brinkmann,Central,MG,55,telecommunications,2007,86.68,187,United States
IKU97NEU,Markita Hansen,MG Advanced,Funholding,Engaging,4/10/2017,,,Celia Rouche,West,MG,3393,finance,1991,2819.5,7227,United States
R7SESFM0,Marty Freudenburg,GTX Basic,Condax,Lost,4/10/2017,4/21/2017,0,Melvin Marxen,Central,GTX,550,medical,2017,4.54,9,United States
X501NN9P,Marty Freudenburg,GTXPro,Rangreen,Won,4/10/2017,6/9/2017,4413,Melvin Marxen,Central,GTX,4821,technolgy,1987,2938.67,8775,Panama
AUDYTWRK,Maureen Marcano,GTX Plus Basic,Hottechi,Won,4/10/2017,6/26/2017,950,Summer Sewald,West,GTX,1096,technolgy,1997,8170.38,16499,Korea
EUKD4Z0V,Reed Clapper,GTXPro,Plussunin,Lost,4/10/2017,4/16/2017,0,Rocco Neubert,East,GTX,4821,retail,2003,1419.98,4018,United States
KPUHKYWU,Reed Clapper,GTXPro,The New York Inquirer,Won,4/10/2017,4/20/2017,4136,Rocco Neubert,East,GTX,4821,medical,1996,439.21,792,United States
B0KF3NFK,Versie Hillebrand,MG Special,Rundofase,Won,4/10/2017,4/18/2017,62,Dustin Brinkmann,Central,MG,55,technolgy,1983,1008.06,1238,United States
70M5V003,Vicki Laflamme,MG Special,J-Texon,Lost,4/10/2017,4/18/2017,0,Celia Rouche,West,MG,55,retail,1989,1388.67,3583,United States
OC66D0JA,Zane Levy,GTX Basic,Goodsilron,Won,4/10/2017,4/11/2017,467,Summer Sewald,West,GTX,550,marketing,2000,2952.73,5107,United States
KE7SZLG7,Boris Faz,GTX Plus Basic,Gekko & Co,Won,4/11/2017,6/11/2017,1075,Rocco Neubert,East,GTX,1096,retail,1990,2520.83,3502,United States
XYZ39YT2,Cecily Lampkin,MG Special,Betatech,Lost,4/11/2017,4/19/2017,0,Dustin Brinkmann,Central,MG,55,medical,1986,647.18,1185,Kenya
O4LNS6IC,Daniell Hammack,MG Special,Ontomedia,Won,4/11/2017,4/13/2017,52,Rocco Neubert,East,MG,55,employment,1997,882.12,2769,United States
UKIM9XIZ,Darcel Schlecht,GTXPro,Inity,Lost,4/11/2017,4/19/2017,0,Melvin Marxen,Central,GTX,4821,marketing,1986,2403.58,8801,United States
5Z0ACVAM,Darcel Schlecht,GTXPro,Inity,Lost,4/11/2017,4/12/2017,0,Melvin Marxen,Central,GTX,4821,marketing,1986,2403.58,8801,United States
DIAR4IM7,Darcel Schlecht,GTXPro,Condax,Won,4/11/2017,4/18/2017,4837,Melvin Marxen,Central,GTX,4821,medical,2017,4.54,9,United States
30YWHJV8,Donn Cantrell,GTX Plus Basic,Plussunin,Lost,4/11/2017,4/18/2017,0,Rocco Neubert,East,GTX,1096,retail,2003,1419.98,4018,United States
ABXW1X4U,Elease Gluck,GTX Basic,Faxquote,Lost,4/11/2017,6/22/2017,0,Celia Rouche,West,GTX,550,telecommunications,1995,1825.82,5595,United States
SZ1H1L8I,Elease Gluck,GTX Plus Basic,Xx-holding,Won,4/11/2017,4/13/2017,1163,Celia Rouche,West,GTX,1096,finance,1993,7537.24,20293,United States
IR03B656,Gladys Colclough,GTX Basic,Rundofase,Lost,4/11/2017,4/21/2017,0,Melvin Marxen,Central,GTX,550,technolgy,1983,1008.06,1238,United States
6NZROTHF,James Ascencio,GTX Plus Pro,Rantouch,Lost,4/11/2017,6/10/2017,0,Summer Sewald,West,GTX,5482,telecommunications,1994,1188.42,3015,United States
IFIIB8Y6,Kami Bicknell,GTX Basic,Konex,Lost,4/11/2017,4/13/2017,0,Summer Sewald,West,GTX,550,technolgy,1980,7708.38,13756,United States
R2CS85YJ,Kary Hendrixson,GTX Basic,Groovestreet,Lost,4/11/2017,4/13/2017,0,Summer Sewald,West,GTX,550,retail,2003,223.8,299,United States
8EAINY61,Kary Hendrixson,GTX Basic,Singletechno,Lost,4/11/2017,4/18/2017,0,Summer Sewald,West,GTX,550,retail,1996,2214.94,5374,United States
T23MHC9C,Kary Hendrixson,GTX Basic,Doncon,Won,4/11/2017,4/18/2017,568,Summer Sewald,West,GTX,550,technolgy,2010,587.72,1501,United States
D30QC4EE,Kary Hendrixson,GTXPro,Rantouch,Won,4/11/2017,6/19/2017,5063,Summer Sewald,West,GTX,4821,telecommunications,1994,1188.42,3015,United States
JHIX3ODA,Moses Frase,MG Advanced,dambase,Lost,4/11/2017,4/21/2017,0,Dustin Brinkmann,Central,MG,3393,marketing,1995,2173.98,2928,United States
BPUE8GTU,Moses Frase,MG Special,Rundofase,Won,4/11/2017,6/6/2017,46,Dustin Brinkmann,Central,MG,55,technolgy,1983,1008.06,1238,United States
2DOJKFNW,Niesha Huffines,MG Advanced,dambase,Lost,4/11/2017,4/12/2017,0,Melvin Marxen,Central,MG,3393,marketing,1995,2173.98,2928,United States
0PSKGNYE,Niesha Huffines,GTX Basic,Gogozoom,Won,4/11/2017,4/12/2017,504,Melvin Marxen,Central,GTX,550,telecommunications,2007,86.68,187,United States
J75N0QYA,Niesha Huffines,MG Special,Gogozoom,Won,4/11/2017,4/13/2017,55,Melvin Marxen,Central,MG,55,telecommunications,2007,86.68,187,United States
SDS8SAZC,Rosalina Dieter,GTXPro,Hatfan,Won,4/11/2017,6/17/2017,4760,Celia Rouche,West,GTX,4821,services,1982,792.46,1299,United States
1426E8W6,Versie Hillebrand,GTX Basic,Cancity,Lost,4/11/2017,4/21/2017,0,Dustin Brinkmann,Central,GTX,550,retail,2001,718.62,2448,United States
3BFBN8JW,Versie Hillebrand,MG Advanced,Funholding,Lost,4/11/2017,4/18/2017,0,Dustin Brinkmann,Central,MG,3393,finance,1991,2819.5,7227,United States
W1GERPB9,Vicki Laflamme,GTXPro,Fasehatice,Won,4/11/2017,6/21/2017,4653,Celia Rouche,West,GTX,4821,retail,1990,4968.91,7523,United States
922DHXBA,Violet Mclelland,MG Special,Opentech,Lost,4/11/2017,4/22/2017,0,Cara Losch,East,MG,55,finance,1994,355.23,853,United States
L36WU4AH,Violet Mclelland,MG Special,Massive Dynamic,Won,4/11/2017,4/12/2017,55,Cara Losch,East,MG,55,entertainment,1989,665.06,1095,United States
2K8H292S,Anna Snelling,GTX Basic,Rundofase,Lost,4/12/2017,4/18/2017,0,Dustin Brinkmann,Central,GTX,550,technolgy,1983,1008.06,1238,United States
7Y530NLJ,Boris Faz,GTX Plus Basic,Genco Pura Olive Oil Company,Engaging,4/12/2017,,,Rocco Neubert,East,GTX,1096,retail,2007,894.33,1635,Italy
XNHGOHPW,Boris Faz,MG Advanced,Konex,Won,4/12/2017,4/22/2017,3223,Rocco Neubert,East,MG,3393,technolgy,1980,7708.38,13756,United States
GAM8C5ET,Cassey Cress,GTX Plus Pro,Betasoloin,Lost,4/12/2017,4/17/2017,0,Rocco Neubert,East,GTX,5482,medical,1999,251.41,495,United States
BHT7UEDJ,Cassey Cress,GTX Basic,Zathunicon,Won,4/12/2017,4/19/2017,553,Rocco Neubert,East,GTX,550,retail,2010,71.12,144,United States
7PAVX9CP,Cassey Cress,GTX Plus Basic,Gekko & Co,Won,4/12/2017,4/14/2017,1114,Rocco Neubert,East,GTX,1096,retail,1990,2520.83,3502,United States
IVW8MQGN,Cecily Lampkin,MG Advanced,dambase,Won,4/12/2017,4/20/2017,3785,Dustin Brinkmann,Central,MG,3393,marketing,1995,2173.98,2928,United States
